 Sample   Time     Encoder 3 Pos   Control Effort 1
   825    7.305          -46127          0.0000;
   826    7.314          -46113          0.0000;
   827    7.322          -46098          0.0000;
   828    7.331          -46083          0.0000;
   829    7.340          -46067          0.0000;
   830    7.349          -46051          0.0000;
   831    7.358          -46035          0.0000;
   832    7.367          -46019          0.0000;
   833    7.376          -46002          0.0000;
   834    7.384          -45985          0.0000;
   835    7.393          -45968          0.0000;
   836    7.402          -45950          0.0000;
   837    7.411          -45932          0.0000;
   838    7.420          -45914          0.0000;
   839    7.429          -45895          0.0000;
   840    7.438          -45877          0.0000;
   841    7.446          -45858          0.0000;
   842    7.455          -45838          0.0000;
   843    7.464          -45819          0.0000;
   844    7.473          -45799          0.0000;
   845    7.482          -45779          0.0000;
   846    7.491          -45759          0.0000;
   847    7.499          -45738          0.0000;
   848    7.508          -45717          0.0000;
   849    7.517          -45696          0.0000;
   850    7.526          -45674          0.0000;
   851    7.535          -45652          0.0000;
   852    7.544          -45630          0.0000;
   853    7.553          -45608          0.0000;
   854    7.561          -45585          0.0000;
   855    7.570          -45562          0.0000;
   856    7.579          -45538          0.0000;
   857    7.588          -45515          0.0000;
   858    7.597          -45491          0.0000;
   859    7.606          -45467          0.0000;
   860    7.615          -45442          0.0000;
   861    7.623          -45418          0.0000;
   862    7.632          -45393          0.0000;
   863    7.641          -45368          0.0000;
   864    7.650          -45342          0.0000;
   865    7.659          -45316          0.0000;
   866    7.668          -45290          0.0000;
   867    7.677          -45263          0.0000;
   868    7.685          -45237          0.0000;
   869    7.694          -45210          0.0000;
   870    7.703          -45182          0.0000;
   871    7.712          -45155          0.0000;
   872    7.721          -45127          0.0000;
   873    7.730          -45098          0.0000;
   874    7.739          -45070          0.0000;
   875    7.747          -45041          0.0000;
   876    7.756          -45012          0.0000;
   877    7.765          -44983          0.0000;
   878    7.774          -44953          0.0000;
   879    7.783          -44923          0.0000;
   880    7.792          -44893          0.0000;
   881    7.801          -44862          0.0000;
   882    7.809          -44832          0.0000;
   883    7.818          -44801          0.0000;
   884    7.827          -44770          0.0000;
   885    7.836          -44739          0.0000;
   886    7.845          -44707          0.0000;
   887    7.854          -44676          0.0000;
   888    7.863          -44645          0.0000;
   889    7.871          -44613          0.0000;
   890    7.880          -44582          0.0000;
   891    7.889          -44550          0.0000;
   892    7.898          -44519          0.0000;
   893    7.907          -44488          0.0000;
   894    7.916          -44456          0.0000;
   895    7.924          -44425          0.0000;
   896    7.933          -44394          0.0000;
   897    7.942          -44363          0.0000;
   898    7.951          -44332          0.0000;
   899    7.960          -44300          0.0000;
   900    7.969          -44269          0.0000;
   901    7.978          -44238          0.0000;
   902    7.986          -44207          0.0000]
