 Sample   Time     Encoder 3 Pos   Control Effort 1
   825    7.305          -38492          0.0000;
   826    7.314          -38471          0.0000;
   827    7.322          -38450          0.0000;
   828    7.331          -38429          0.0000;
   829    7.340          -38407          0.0000;
   830    7.349          -38385          0.0000;
   831    7.358          -38363          0.0000;
   832    7.367          -38340          0.0000;
   833    7.376          -38317          0.0000;
   834    7.384          -38294          0.0000;
   835    7.393          -38271          0.0000;
   836    7.402          -38247          0.0000;
   837    7.411          -38223          0.0000;
   838    7.420          -38199          0.0000;
   839    7.429          -38174          0.0000;
   840    7.438          -38150          0.0000;
   841    7.446          -38124          0.0000;
   842    7.455          -38099          0.0000;
   843    7.464          -38073          0.0000;
   844    7.473          -38047          0.0000;
   845    7.482          -38021          0.0000;
   846    7.491          -37994          0.0000;
   847    7.499          -37967          0.0000;
   848    7.508          -37940          0.0000;
   849    7.517          -37913          0.0000;
   850    7.526          -37885          0.0000;
   851    7.535          -37857          0.0000;
   852    7.544          -37828          0.0000;
   853    7.553          -37799          0.0000;
   854    7.561          -37770          0.0000;
   855    7.570          -37741          0.0000;
   856    7.579          -37711          0.0000;
   857    7.588          -37682          0.0000;
   858    7.597          -37652          0.0000;
   859    7.606          -37621          0.0000;
   860    7.615          -37590          0.0000;
   861    7.623          -37559          0.0000;
   862    7.632          -37528          0.0000;
   863    7.641          -37497          0.0000;
   864    7.650          -37465          0.0000;
   865    7.659          -37433          0.0000;
   866    7.668          -37400          0.0000;
   867    7.677          -37368          0.0000;
   868    7.685          -37335          0.0000;
   869    7.694          -37302          0.0000;
   870    7.703          -37268          0.0000;
   871    7.712          -37234          0.0000;
   872    7.721          -37201          0.0000;
   873    7.730          -37166          0.0000;
   874    7.739          -37132          0.0000;
   875    7.747          -37097          0.0000;
   876    7.756          -37062          0.0000;
   877    7.765          -37026          0.0000;
   878    7.774          -36991          0.0000;
   879    7.783          -36955          0.0000;
   880    7.792          -36919          0.0000;
   881    7.801          -36882          0.0000;
   882    7.809          -36846          0.0000;
   883    7.818          -36809          0.0000;
   884    7.827          -36771          0.0000;
   885    7.836          -36734          0.0000;
   886    7.845          -36696          0.0000;
   887    7.854          -36658          0.0000;
   888    7.863          -36620          0.0000;
   889    7.871          -36582          0.0000;
   890    7.880          -36543          0.0000;
   891    7.889          -36504          0.0000;
   892    7.898          -36465          0.0000;
   893    7.907          -36426          0.0000;
   894    7.916          -36386          0.0000;
   895    7.924          -36346          0.0000;
   896    7.933          -36306          0.0000;
   897    7.942          -36266          0.0000;
   898    7.951          -36225          0.0000;
   899    7.960          -36185          0.0000;
   900    7.969          -36144          0.0000;
   901    7.978          -36102          0.0000;
   902    7.986          -36061          0.0000]
